,Headline,Timestamp,result,ms_today,ms_tomorrow,normalized_headline
24,Sensex falls ahead of GST; set for first monthly loss this year,2017-06-30,True,1,0,sensex falls ahead of gst; set for first monthly loss this year
46,"Sensex trades flat, Nifty below 9,500; broader markets buck trend",2017-06-30,True,1,0,"sensex trades flat, nifty below 9,500; broader markets buck trend"
89,"Sensex trades lower, Nifty below 9,500; BSE Midcap bucks trend",2017-06-30,True,1,0,"sensex trades lower, nifty below 9,500; bse midcap bucks trend"
90,"Market in wait and watch, Sensex slips over 150 points ahead of GST ",2017-06-30,True,1,0,"market in wait and watch, sensex slips over 150 points ahead of gst "
112,"Markets Live: Sensex, Nifty fall steeply ahead of GST rollout",2017-06-30,True,1,0,"markets live: sensex, nifty fall steeply ahead of gst rollout"
119,"Sensex tanks over 150 points, Nifty50 tests 9450; banking shares hit hard",2017-06-30,True,1,0,"sensex tanks over 150 points, nifty50 tests 9450; banking shares hit hard"
121,"Nifty opens July F&O series below 9,500; Sensex down 100 points",2017-06-30,True,1,0,"nifty opens july fo series below 9,500; sensex down 100 points"
218,BSE Sensex will scale 33000 by end-2017 on Modi govt’s reforms policy: poll,2017-06-29,True,0,1,bse sensex will scale 33000 by end-2017 on modi govts reforms policy: poll
249,"Sensex ends flat, Nifty50 settles June F&O series at 9,504",2017-06-29,True,0,1,"sensex ends flat, nifty50 settles june fo series at 9,504"
262,"Nifty settles June F&O series a tad above 9,500; Sensex ends flat",2017-06-29,True,0,1,"nifty settles june fo series a tad above 9,500; sensex ends flat"
274,"Sensex to reach record high by year-end on govt reforms, finds poll",2017-06-29,True,0,1,"sensex to reach record high by year-end on govt reforms, finds poll"
299,"Markets pare gains; Sensex slips below 31,000 in noon deals",2017-06-29,True,0,1,"markets pare gains; sensex slips below 31,000 in noon deals"
321,"Sensex pushes higher, Nifty reclaims 9550, ahead of F&O expiry ",2017-06-29,True,0,1,"sensex pushes higher, nifty reclaims 9550, ahead of fo expiry "
343,"Sensex up 200 points, Nifty above 9550 ahead of F&O expiry; Axis Bank leads",2017-06-29,True,0,1,"sensex up 200 points, nifty above 9550 ahead of fo expiry; axis bank leads"
369,"Sensex goes up 160 points on reforms, F&O expiry",2017-06-29,True,0,1,"sensex goes up 160 points on reforms, fo expiry"
370,"Sensex trades 200 points higher, Nifty above 9,550; smallcaps outperform",2017-06-29,True,0,1,"sensex trades 200 points higher, nifty above 9,550; smallcaps outperform"
378,"Markets Live: Sensex, Nifty jump in early trade, Rashtriya Chemicals falls 5%",2017-06-29,True,0,1,"markets live: sensex, nifty jump in early trade, rashtriya chemicals falls 5"
381,"Sensex climbs nearly 150 pts; Nifty50 above 9,500; RCF drops 4%",2017-06-29,True,0,1,"sensex climbs nearly 150 pts; nifty50 above 9,500; rcf drops 4"
583,Nifty50 logs longest losing streak of 2017; Sensex tumbles 124 pts,2017-06-28,True,0,0,nifty50 logs longest losing streak of 2017; sensex tumbles 124 pts
594,"Sensex ends over 100 points lower, Nifty below 9,500 a day before expiry",2017-06-28,True,0,0,"sensex ends over 100 points lower, nifty below 9,500 a day before expiry"
595,"Sensex ends 124 points lower, Nifty below 9,500 a day before expiry",2017-06-28,True,0,0,"sensex ends 124 points lower, nifty below 9,500 a day before expiry"
610,"Nifty slips below 9,500 as banks continue to fall; Sensex down 100 points",2017-06-28,True,0,0,"nifty slips below 9,500 as banks continue to fall; sensex down 100 points"
639,"Nifty slips below 9,500 as banks continue to fall; Sensex down 100 points",2017-06-28,True,0,0,"nifty slips below 9,500 as banks continue to fall; sensex down 100 points"
645,Sensex flat as valuation worries hit sentiment; banks fall,2017-06-28,True,0,0,sensex flat as valuation worries hit sentiment; banks fall
663, Sensex moves down ahead of F&O expiry ,2017-06-28,True,0,0, sensex moves down ahead of fo expiry 
681,Realty gains 60%! Sectoral indices that outperformed Sensex in 2017,2017-06-28,True,0,0,realty gains 60 sectoral indices that outperformed sensex in 2017
682,BSE Realty gains 60%! Sectors that outperformed Sensex in 2017 so far,2017-06-28,True,0,0,bse realty gains 60 sectors that outperformed sensex in 2017 so far
694, Sensex moves down ahead of F&O expiry ,2017-06-28,True,0,0, sensex moves down ahead of fo expiry 
697,Sensex opens on a negative note,2017-06-28,True,0,0,sensex opens on a negative note
702,"Sensex trades flat, Nifty hovers around 9,500 ahead of derivatives expiry",2017-06-28,True,0,0,"sensex trades flat, nifty hovers around 9,500 ahead of derivatives expiry"
709,"Markets Live: Sensex, Nifty open lower, banking stocks extend losses",2017-06-28,True,0,0,"markets live: sensex, nifty open lower, banking stocks extend losses"
716,"Sensex starts on a cautious note; Nifty50 below 9,500; PNB, Asian Paints top losers",2017-06-28,True,0,0,"sensex starts on a cautious note; nifty50 below 9,500; pnb, asian paints top losers"
727,"Sensex opens lower, Nifty below 9,500 ahead of derivatives expiry",2017-06-28,True,0,0,"sensex opens lower, nifty below 9,500 ahead of derivatives expiry"
937,"Sensex tanks 180 points, Nifty50 holds 9,500; banking stocks weigh",2017-06-27,True,0,0,"sensex tanks 180 points, nifty50 holds 9,500; banking stocks weigh"
947,"Sensex hits one-month low, ends below 31,000; PSU banks lead decline",2017-06-27,True,0,0,"sensex hits one-month low, ends below 31,000; psu banks lead decline"
1049,Sensex opens in green as blue-chips jump ,2017-06-27,True,0,0,sensex opens in green as blue-chips jump 
1059,"Markets Live: Sensex, Nifty rise in opening trade, banking stocks fall",2017-06-27,True,0,0,"markets live: sensex, nifty rise in opening trade, banking stocks fall"
1066,"Sensex, Nifty50 start on a positive note; ITC, Cipla top gainers",2017-06-27,True,0,0,"sensex, nifty50 start on a positive note; itc, cipla top gainers"
1069,"Markets snap 4-day losing streak: Sensex up 100 pts, NIfty reclaims 9,600",2017-06-27,True,0,0,"markets snap 4-day losing streak: sensex up 100 pts, nifty reclaims 9,600"
1070,"Markets snap 4-day losing streak: Sensex up 100 pts, NIfty tests 9,600",2017-06-27,True,0,0,"markets snap 4-day losing streak: sensex up 100 pts, nifty tests 9,600"
1353,"Sensex, Nifty closed today on account of Eid-ul-Fitr",2017-06-26,True,0,0,"sensex, nifty closed today on account of eid-ul-fitr"
1683,"Sensex falls 153 pts, Nifty50 hits one-month low; bank, auto stocks weigh",2017-06-23,True,0,0,"sensex falls 153 pts, nifty50 hits one-month low; bank, auto stocks weigh"
1689,Sensex tumbles 153 points on profit-booking ,2017-06-23,True,0,0,sensex tumbles 153 points on profit-booking 
1691,Sensex tumbles 153 pts on profit—booking ,2017-06-23,True,0,0,sensex tumbles 153 pts on profitbooking 
1693,"Sensex, Nifty end lower; financial stocks weigh",2017-06-23,True,0,0,"sensex, nifty end lower; financial stocks weigh"
1699,"Sensex ends 152 points lower, Nifty below 9,600 as investors book profits",2017-06-23,True,0,0,"sensex ends 152 points lower, nifty below 9,600 as investors book profits"
1727,"Markets off day's low; Sensex down 80 points, Nifty hovers around 9,600",2017-06-23,True,0,0,"markets off day's low; sensex down 80 points, nifty hovers around 9,600"
1754,Sensex falls on profit-taking; financial stocks down,2017-06-23,True,0,0,sensex falls on profit-taking; financial stocks down
1759,"Markets extend losses; Sensex down 150 points, broader markets underperform",2017-06-23,True,0,0,"markets extend losses; sensex down 150 points, broader markets underperform"
1765,"Sensex takes to caution, slips 68 points",2017-06-23,True,0,0,"sensex takes to caution, slips 68 points"
1790,"Sensex slips in red, Nifty below 9,600 on Asian cues; Tata Steel top loser",2017-06-23,True,0,0,"sensex slips in red, nifty below 9,600 on asian cues; tata steel top loser"
1792,"Sensex gets a buying lift, edges up 75 points ",2017-06-23,True,0,0,"sensex gets a buying lift, edges up 75 points "
1795,"Sensex opens flat in line with Asian peers, Nifty holds above 9,600",2017-06-23,True,0,0,"sensex opens flat in line with asian peers, nifty holds above 9,600"
1807,"Market Live: Sensex, Nifty trade lower, Fortis Healthcare shares fall 5%",2017-06-23,True,0,0,"market live: sensex, nifty trade lower, fortis healthcare shares fall 5"
1810,"Sensex, Nifty50 start on a cautious note; Dr Reddy's Lab, PowerGrid top gainers",2017-06-23,True,0,0,"sensex, nifty50 start on a cautious note; dr reddy's lab, powergrid top gainers"
1821,"Sensex opens flat in line with Asian peers, Nifty holds above 9,600",2017-06-23,True,0,0,"sensex opens flat in line with asian peers, nifty holds above 9,600"
2025,"Sensex, Nifty end flat; ONGC, Lupin crack 3% each",2017-06-22,True,0,0,"sensex, nifty end flat; ongc, lupin crack 3 each"
2030,Sensex ends flat after record high; IT pares gains,2017-06-22,True,0,0,sensex ends flat after record high; it pares gains
2037,"Sensex ends flat after hitting fresh high, Nifty below 9650; ONGC top loser",2017-06-22,True,0,0,"sensex ends flat after hitting fresh high, nifty below 9650; ongc top loser"
2041,"Market Now: Sensex, Nifty pares gain in late trade; select stocks stay firm",2017-06-22,True,0,0,"market now: sensex, nifty pares gain in late trade; select stocks stay firm"
2057,Sensex erases entire gains to slip in red after hitting record high,2017-06-22,True,0,0,sensex erases entire gains to slip in red after hitting record high
2064,"Sensex hits new peak at 31,494 on SEBI measures ",2017-06-22,True,0,0,"sensex hits new peak at 31,494 on sebi measures "
2095,Sensex at all-time high; 25 BSE500 stocks outperformed to rally up to 36%,2017-06-22,True,0,0,sensex at all-time high; 25 bse500 stocks outperformed to rally up to 36
2096,"Sensex pares some gains after hitting record high; banks, auto stocks up",2017-06-22,True,0,0,"sensex pares some gains after hitting record high; banks, auto stocks up"
2105,"Sensex hits record high; banks, auto stocks up",2017-06-22,True,0,0,"sensex hits record high; banks, auto stocks up"
2109,"Sensex hits record high; banks, auto stocks up",2017-06-22,True,0,0,"sensex hits record high; banks, auto stocks up"
2117,"Sensex hits new peak at 31,494 on SEBI measures ",2017-06-22,True,0,0,"sensex hits new peak at 31,494 on sebi measures "
2122,"Sensex surges to lifetime high, Nifty nears 9,700 on positive global cues",2017-06-22,True,0,0,"sensex surges to lifetime high, nifty nears 9,700 on positive global cues"
2123,"Sensex soars to all-time high of 31,450",2017-06-22,True,0,0,"sensex soars to all-time high of 31,450"
2131,"Sensex jumps 100 points, Nifty above 9,650 on positive global cues",2017-06-22,True,0,0,"sensex jumps 100 points, nifty above 9,650 on positive global cues"
2140,Sensex makes a 136 point rebound as bad loan fight paces up,2017-06-22,True,0,0,sensex makes a 136 point rebound as bad loan fight paces up
2142,Sensex makes a 136 point rebound as bad loan fight paces up,2017-06-22,True,0,0,sensex makes a 136 point rebound as bad loan fight paces up
2157,"Sensex rises over 100 pts, Nifty50 above 9,650; HDFC, Asian Paints top gainers",2017-06-22,True,0,0,"sensex rises over 100 pts, nifty50 above 9,650; hdfc, asian paints top gainers"
2159,"Markets Live: Sensex, Nifty jump in morning trade",2017-06-22,True,0,0,"markets live: sensex, nifty jump in morning trade"
2173,"Sensex jumps 100 points, Nifty above 9,650 on positive global cues",2017-06-22,True,0,0,"sensex jumps 100 points, nifty above 9,650 on positive global cues"
2348,"Sensex, Nifty end flat; Midcap, smallcap stocks outperform",2017-06-21,True,0,0,"sensex, nifty end flat; midcap, smallcap stocks outperform"
2359,"Sensex falters on oil slump, caution before RBI minutes",2017-06-21,True,0,0,"sensex falters on oil slump, caution before rbi minutes"
2365,"Sensex ends marginally lower, Nifty holds above 9,600 ahead of RBI minutes",2017-06-21,True,0,0,"sensex ends marginally lower, nifty holds above 9,600 ahead of rbi minutes"
2394,"Sensex trades in red, Nifty nears 9,600 as investors await RBI minutes",2017-06-21,True,0,0,"sensex trades in red, nifty nears 9,600 as investors await rbi minutes"
2412,"Sensex trades in red, Nifty below 9,650 as investors await RBI minutes",2017-06-21,True,0,0,"sensex trades in red, nifty below 9,650 as investors await rbi minutes"
2427,Sensex edges lower; investors eye RBI minutes,2017-06-21,True,0,0,sensex edges lower; investors eye rbi minutes
2440,Sensex edges lower; investors eye RBI minutes,2017-06-21,True,0,0,sensex edges lower; investors eye rbi minutes
2445,Market Now: SmallCap index outperforms Sensex; Castex Tech surges 20%,2017-06-21,True,0,0,market now: smallcap index outperforms sensex; castex tech surges 20
2483,Sensex makes a shaky start as oil heads down ,2017-06-21,True,0,0,sensex makes a shaky start as oil heads down 
2485,Sensex makes a shaky start as oil heads down ,2017-06-21,True,0,0,sensex makes a shaky start as oil heads down 
2493,"Markets Live: Sensex, Nifty trade lower, aviation stocks gain",2017-06-21,True,0,0,"markets live: sensex, nifty trade lower, aviation stocks gain"
2496,"Sensex, Nifty start on a negative note; ONGC, Lupin top losers",2017-06-21,True,0,0,"sensex, nifty start on a negative note; ongc, lupin top losers"
2693,Sensex edges down; financial stocks weigh,2017-06-20,True,0,0,sensex edges down; financial stocks weigh
2697,"Sensex down 30 points; bank, FMCG stocks major losers",2017-06-20,True,0,0,"sensex down 30 points; bank, fmcg stocks major losers"
2701,"Sensex, Nifty50 end flat; IT, consumer durables stocks top gainers",2017-06-20,True,0,0,"sensex, nifty50 end flat; it, consumer durables stocks top gainers"
2774,"Sensex trades flat, Nifty holds above 9,650; Tata Motors top gainer",2017-06-20,True,0,0,"sensex trades flat, nifty holds above 9,650; tata motors top gainer"
2775,Sensex rises as IT stocks rally; state farm loan waiver hits lenders,2017-06-20,True,0,0,sensex rises as it stocks rally; state farm loan waiver hits lenders
2807,"Sensex trades flat, Nifty holds above 9,650; Tata Motors top gainer",2017-06-20,True,0,0,"sensex trades flat, nifty holds above 9,650; tata motors top gainer"
2811,"Sensex adds to gains, up 81 points on overseas cues ",2017-06-20,True,0,0,"sensex adds to gains, up 81 points on overseas cues "
2812,"Sensex adds to gains, up 81 points on overseas cues ",2017-06-20,True,0,0,"sensex adds to gains, up 81 points on overseas cues "
2821,"Sensex, Nifty trade higher on firm global cues; Infosys, Tata Motors top gainers",2017-06-20,True,0,0,"sensex, nifty trade higher on firm global cues; infosys, tata motors top gainers"
2824,"Markets Live: Sensex, Nifty open higher, Tata Motors share rise 2%",2017-06-20,True,0,0,"markets live: sensex, nifty open higher, tata motors share rise 2"
2826,"Sensex opens higher, Nifty trades above 9,650 on positive global cues",2017-06-20,True,0,0,"sensex opens higher, nifty trades above 9,650 on positive global cues"
2832,"Sensex opens higher, Nifty trades above 9,650 on positive global cues",2017-06-20,True,0,0,"sensex opens higher, nifty trades above 9,650 on positive global cues"
2925,"Bank stocks push Sensex to new high, Nifty tops 9,600",2017-06-19,True,1,0,"bank stocks push sensex to new high, nifty tops 9,600"
2983,"Catch new trend, you'll lose sight of Sensex: Madhu Kela",2017-06-19,True,1,0,"catch new trend, you'll lose sight of sensex: madhu kela"
3032,"Sensex barrels ahead to record peak, Nifty tops 9,600 ",2017-06-19,True,1,0,"sensex barrels ahead to record peak, nifty tops 9,600 "
3033,"Sensex ends 255 pts higher; Nifty50 tops 9,650; Adani Ports surges 3%",2017-06-19,True,1,0,"sensex ends 255 pts higher; nifty50 tops 9,650; adani ports surges 3"
3041,Sensex ends higher; bank stocks rise,2017-06-19,True,1,0,sensex ends higher; bank stocks rise
3047,"Sensex, Nifty Bank end at record highs as RBI cracks down on bad debt",2017-06-19,True,1,0,"sensex, nifty bank end at record highs as rbi cracks down on bad debt"
3104,Sensex rises; banks up as RBI cracks down on bad debt,2017-06-19,True,1,0,sensex rises; banks up as rbi cracks down on bad debt
3124,Sensex up 150 points as India Inc gets GST filing breather; RIL up 1.8%,2017-06-19,True,1,0,sensex up 150 points as india inc gets gst filing breather; ril up 1.8
3161,Sensex up 150 points as India Inc get GST filing breather; RIL up 1.8%,2017-06-19,True,1,0,sensex up 150 points as india inc get gst filing breather; ril up 1.8
3162,"Sensex in line with Asia, gains 146 points; Nifty tops 9,600 ",2017-06-19,True,1,0,"sensex in line with asia, gains 146 points; nifty tops 9,600 "
3175,"Markets Live: Sensex, Nifty open higher, Dredging Corp shares rise 5%",2017-06-19,True,1,0,"markets live: sensex, nifty open higher, dredging corp shares rise 5"
3178,"Sensex rises over 100 pts; Nifty50 above 9,600; RIL, Tata Steel top gainers",2017-06-19,True,1,0,"sensex rises over 100 pts; nifty50 above 9,600; ril, tata steel top gainers"
3181,"Kotak Mahindra Bank, Tata Motors DVR shares up on inclusion in Sensex",2017-06-19,True,1,0,"kotak mahindra bank, tata motors dvr shares up on inclusion in sensex"
3267,Return on equity of Sensex firms hits three-year high in FY17,2017-06-19,True,1,0,return on equity of sensex firms hits three-year high in fy17
3626,"Nifty closes higher, but Sensex ends negative ",2017-06-16,True,0,0,"nifty closes higher, but sensex ends negative "
3630,"Nifty closes higher, but Sensex ends negative ",2017-06-16,True,0,0,"nifty closes higher, but sensex ends negative "
3636,Pharma rout drags Sensex into the red; Nifty posts first weekly loss in 6,2017-06-16,True,0,0,pharma rout drags sensex into the red; nifty posts first weekly loss in 6
3706,Sensex flat; Nifty headed for first weekly loss in five,2017-06-16,True,0,0,sensex flat; nifty headed for first weekly loss in five
3710,"Kotak Bank, Tata Motors DVR to enter Sensex; Here’s how it may impact index valuation",2017-06-16,True,0,0,"kotak bank, tata motors dvr to enter sensex; heres how it may impact index valuation"
3737,"Sensex pares morning gains to turn flat, Nifty slips below 9,600",2017-06-16,True,0,0,"sensex pares morning gains to turn flat, nifty slips below 9,600"
3751,"Sensex trades flat, Nifty hovers around 9,600 after BoJ holds steady",2017-06-16,True,0,0,"sensex trades flat, nifty hovers around 9,600 after boj holds steady"
3767,"Sensex bounces 107 points on exports growth, Nifty above 9,600",2017-06-16,True,0,0,"sensex bounces 107 points on exports growth, nifty above 9,600"
3768,"Sensex trades higher, Nifty regains 9,600 after BoJ holds steady",2017-06-16,True,0,0,"sensex trades higher, nifty regains 9,600 after boj holds steady"
3778,"Markets Live: Sensex,  Nifty open higher, Tata Motors, ITC rise",2017-06-16,True,0,0,"markets live: sensex,  nifty open higher, tata motors, itc rise"
3781,"Sensex, Nifty50 start on a positive note; Tata Motors, M&M top gainers",2017-06-16,True,0,0,"sensex, nifty50 start on a positive note; tata motors, mm top gainers"
3790,"Sensex opens higher, Nifty regains 9,600 after BoJ holds steady",2017-06-16,True,0,0,"sensex opens higher, nifty regains 9,600 after boj holds steady"
4014,"Sensex, Nifty end lower on subdued global cues; RIL gains 2%",2017-06-15,True,0,0,"sensex, nifty end lower on subdued global cues; ril gains 2"
4025,"Sensex, Nifty end lower; financials hit by profit-taking",2017-06-15,True,0,0,"sensex, nifty end lower; financials hit by profit-taking"
4026,"Sensex ends 80 points lower, Nifty below 9,580; TCS top loser",2017-06-15,True,0,0,"sensex ends 80 points lower, nifty below 9,580; tcs top loser"
4074,"Nifty, Sensex edge lower on profit-taking; lenders fall",2017-06-15,True,0,0,"nifty, sensex edge lower on profit-taking; lenders fall"
4126,Sensex climbs 74 points in opening trade,2017-06-15,True,0,0,sensex climbs 74 points in opening trade
4132,"Sensex, Nifty off to a choppy start post Fed rate hike; NTPC, Bharti Airtel rise",2017-06-15,True,0,0,"sensex, nifty off to a choppy start post fed rate hike; ntpc, bharti airtel rise"
4140,"Live Markets: Sensex, Nifty open lower, banking stocks fall",2017-06-15,True,0,0,"live markets: sensex, nifty open lower, banking stocks fall"
4347,"Sensex gains 52 points, Nifty advances as inflation cools off ",2017-06-14,True,1,0,"sensex gains 52 points, nifty advances as inflation cools off "
4358,"Sensex gains 52 points, Nifty advances as inflation cools off ",2017-06-14,True,1,0,"sensex gains 52 points, nifty advances as inflation cools off "
4373,"Sensex, Nifty end on a positive note ahead of Fed outcome",2017-06-14,True,1,0,"sensex, nifty end on a positive note ahead of fed outcome"
4388,"Sensex ends higher; Reliance gains, Fed weighs",2017-06-14,True,1,0,"sensex ends higher; reliance gains, fed weighs"
4470,Sensex edges lower ahead of Fed meet outcome; Reliance gains,2017-06-14,True,1,0,sensex edges lower ahead of fed meet outcome; reliance gains
4514,"Sensex up 80 points, eyes Federal policy outcome ",2017-06-14,True,1,0,"sensex up 80 points, eyes federal policy outcome "
4517,"Sensex up 80 points, eyes Federal policy outcome ",2017-06-14,True,1,0,"sensex up 80 points, eyes federal policy outcome "
4521,"Sensex trades flat, Nifty tests 9,600 ahead of Fed outcome",2017-06-14,True,1,0,"sensex trades flat, nifty tests 9,600 ahead of fed outcome"
4535,"Markets Live: Sensex, Nifty open higher, RIL shares rise ",2017-06-14,True,1,0,"markets live: sensex, nifty open higher, ril shares rise "
4539,"Sensex, Nifty50 start on a positive note; Dr Reddy's, RIL top gainers",2017-06-14,True,1,0,"sensex, nifty50 start on a positive note; dr reddy's, ril top gainers"
4542,Is the Sensex really overvalued? ,2017-06-14,True,1,0,is the sensex really overvalued? 
4557,"Sensex opens flat, Nifty holds above 9,600 ahead of Fed outcome",2017-06-14,True,1,0,"sensex opens flat, nifty holds above 9,600 ahead of fed outcome"
4724,"Sensex ends in green on lower inflation, Fed action looms",2017-06-13,True,1,1,"sensex ends in green on lower inflation, fed action looms"
4754,Sensex ends in green on lower inflation ,2017-06-13,True,1,1,sensex ends in green on lower inflation 
4757,Sensex ends in green on lower inflation ,2017-06-13,True,1,1,sensex ends in green on lower inflation 
4762,"Sensex, Nifty50 end flat; PowerGrid, Tata Motors, Lupin top gainers",2017-06-13,True,1,1,"sensex, nifty50 end flat; powergrid, tata motors, lupin top gainers"
4765,"Sensex pares early gains, end flat",2017-06-13,True,1,1,"sensex pares early gains, end flat"
4783,"Sensex pares gains to turn flat, Nifty slips in red in late afternoon trade",2017-06-13,True,1,1,"sensex pares gains to turn flat, nifty slips in red in late afternoon trade"
4825,"Bond, Sensex rise as soft inflation stokes rate cut hopes",2017-06-13,True,1,1,"bond, sensex rise as soft inflation stokes rate cut hopes"
4838,"Sensex, Nifty gain ahead of 2-day Fed policy meet; smallcaps outperform",2017-06-13,True,1,1,"sensex, nifty gain ahead of 2-day fed policy meet; smallcaps outperform"
4857,"Sensex, Nifty gain ahead of 2-day Fed policy meet; smallcaps outperform",2017-06-13,True,1,1,"sensex, nifty gain ahead of 2-day fed policy meet; smallcaps outperform"
4858,"Bonds, Sensex rise as soft inflation stokes rate cut hopes",2017-06-13,True,1,1,"bonds, sensex rise as soft inflation stokes rate cut hopes"
4869,"Bonds, Sensex rise as soft inflation stokes rate cut hopes",2017-06-13,True,1,1,"bonds, sensex rise as soft inflation stokes rate cut hopes"
4871,"Sensex recovers partially, moves up 102 points on inflation cheer ",2017-06-13,True,1,1,"sensex recovers partially, moves up 102 points on inflation cheer "
4872,"Sensex recovers partially, moves up 102 pts on inflation cheer ",2017-06-13,True,1,1,"sensex recovers partially, moves up 102 pts on inflation cheer "
4885,"Sensex rises over 100 points; Nifty above 9,600; Sun Pharma, UltraTech top gainers",2017-06-13,True,1,1,"sensex rises over 100 points; nifty above 9,600; sun pharma, ultratech top gainers"
4886,"Markets Live: Sensex, Nifty open higher, IT stocks fall",2017-06-13,True,1,1,"markets live: sensex, nifty open higher, it stocks fall"
4900,"Sensex, Nifty open moderately higher on low consumer inflation",2017-06-13,True,1,1,"sensex, nifty open moderately higher on low consumer inflation"
5114,"Sensex slumps 166 pts; Nifty below 9,650 ahead of IIP data, Fed meet",2017-12-06,True,0,1,"sensex slumps 166 pts; nifty below 9,650 ahead of iip data, fed meet"
5133,"Sensex falls ahead of inflation, output data",2017-12-06,True,0,1,"sensex falls ahead of inflation, output data"
5135,"Sensex, Nifty end half a percent lower ahead of inflation data, Fed policy",2017-12-06,True,0,1,"sensex, nifty end half a percent lower ahead of inflation data, fed policy"
5169,"Sensex falls ahead of inflation data, Fed meet",2017-12-06,True,0,1,"sensex falls ahead of inflation data, fed meet"
5236,"Sensex plunges 156 points, focus shifts to macro data",2017-12-06,True,0,1,"sensex plunges 156 points, focus shifts to macro data"
5237,"IT shares fall; Wipro top loser on Sensex, Nifty on growth worries",2017-12-06,True,0,1,"it shares fall; wipro top loser on sensex, nifty on growth worries"
5254,"Markets Live: Sensex, Nifty fall, jewellery stocks trade higher ",2017-12-06,True,0,1,"markets live: sensex, nifty fall, jewellery stocks trade higher "
5262,"Sensex opens 100 points lower, Nifty below 9,650 ahead of IIP, CPI data",2017-12-06,True,0,1,"sensex opens 100 points lower, nifty below 9,650 ahead of iip, cpi data"
5273,"Sensex opens 100 points lower, Nifty below 9,650 ahead of IIP, CPI data",2017-12-06,True,0,1,"sensex opens 100 points lower, nifty below 9,650 ahead of iip, cpi data"
5379,BSE small-cap gives 72% returns against Sensex's 34% in 3 years,2017-11-06,True,1,0,bse small-cap gives 72 returns against sensex's 34 in 3 years
5408,"BSE Smallcap index gave 72% return, Sensex 34% in 3 years",2017-11-06,True,1,0,"bse smallcap index gave 72 return, sensex 34 in 3 years"
5644,"Sensex recovers on late buying, up 49 points ",2017-09-06,True,0,0,"sensex recovers on late buying, up 49 points "
5648,"Sensex, Nifty50 end marginally higher; Maruti, Tata Steel top gainers",2017-09-06,True,0,0,"sensex, nifty50 end marginally higher; maruti, tata steel top gainers"
5660,Sensex edges up; but posts weekly fall,2017-09-06,True,0,0,sensex edges up; but posts weekly fall
5668,"Benign reaction to UK poll verdict; Sensex, Nifty erase losses to end in green",2017-09-06,True,0,0,"benign reaction to uk poll verdict; sensex, nifty erase losses to end in green"
5716,"Sensex falls; Infosys, UK election results weigh",2017-09-06,True,0,0,"sensex falls; infosys, uk election results weigh"
5718,"Benign reaction to UK poll verdict; Sensex, Nifty trade flat in noon deals",2017-09-06,True,0,0,"benign reaction to uk poll verdict; sensex, nifty trade flat in noon deals"
5767,"Sensex losses widen on weak global cues, down 112 points ",2017-09-06,True,0,0,"sensex losses widen on weak global cues, down 112 points "
5772,"Sensex losses widen on weak global cues, down 112 points ",2017-09-06,True,0,0,"sensex losses widen on weak global cues, down 112 points "
5783,"Sensex falls 100 points, Nifty below 9,650 on UK election shock",2017-09-06,True,0,0,"sensex falls 100 points, nifty below 9,650 on uk election shock"
5789,"Markets Live: Sensex, Nifty open lower, Infosys shares fall 3%",2017-09-06,True,0,0,"markets live: sensex, nifty open lower, infosys shares fall 3"
5793,"Sensex, Nifty50 start on a negative note; Infosys, GAIL top losers",2017-09-06,True,0,0,"sensex, nifty50 start on a negative note; infosys, gail top losers"
5955,"Sensex, Nifty end marginally lower; GAIL top loser",2017-08-06,True,0,0,"sensex, nifty end marginally lower; gail top loser"
5961,"Sensex edges lower ahead of ECB meeting, UK polls",2017-08-06,True,0,0,"sensex edges lower ahead of ecb meeting, uk polls"
6030,"Sensex slips in red, Nifty tests 9,650; broader markets outperform",2017-08-06,True,0,0,"sensex slips in red, nifty tests 9,650; broader markets outperform"
6036,Sensex flat tracking global cues ahead of ECB meet,2017-08-06,True,0,0,sensex flat tracking global cues ahead of ecb meet
6051,"Sensex slips in red, Nifty tests 9,650; broader markets outperform",2017-08-06,True,0,0,"sensex slips in red, nifty tests 9,650; broader markets outperform"
6053,Sensex slips 22 points in early trade on global cues ,2017-08-06,True,0,0,sensex slips 22 points in early trade on global cues 
6069,"Sensex trades flat, Nifty holds above 9,650; Tata Steel top gainer",2017-08-06,True,0,0,"sensex trades flat, nifty holds above 9,650; tata steel top gainer"
6085,"Markets Live: Sensex, Nifty open higher, Tata Steel shares rise 3%",2017-08-06,True,0,0,"markets live: sensex, nifty open higher, tata steel shares rise 3"
6095,"Sensex, Nifty50 start on a positive note; Tata Steel, HDFC top gainers",2017-08-06,True,0,0,"sensex, nifty50 start on a positive note; tata steel, hdfc top gainers"
6101,"Sensex trades flat, Nifty holds above 9,650; Tata Steel top gainer",2017-08-06,True,0,0,"sensex trades flat, nifty holds above 9,650; tata steel top gainer"
6281,Sensex ends in green as RBI holds rates; banks top gainer ,2017-07-06,True,1,0,sensex ends in green as rbi holds rates; banks top gainer 
6285,Sensex ends in green as RBI holds rates; banks top gainer ,2017-07-06,True,1,0,sensex ends in green as rbi holds rates; banks top gainer 
6307,"Sensex, Nifty50 end on a positive note as RBI keeps repo rate unchanged",2017-07-06,True,1,0,"sensex, nifty50 end on a positive note as rbi keeps repo rate unchanged"
